0,03800153732299805
0,05099606513977051
0,0670011043548584
0,06300163269042969
0,06700015068054199
0,16000914573669434
0,08300280570983887
0,09000301361083984
0,09600234031677246
0,09700202941894531
0,10200190544128418
0,1120002269744873
0,11500144004821777
0,12099766731262207
0,12400150299072266
0,13700485229492188
0,13899755477905273
0,14000439643859863
0,1479969024658203
0,15598511695861816
0,15799951553344727
0,17299771308898926
0,1640026569366455
0,17999505996704102
0,18801426887512207
0,18799996376037598
0,2050013542175293
0,19701290130615234
0,20099878311157227
0,21400022506713867
0,2090003490447998
0,21399903297424316
0,22297263145446777
0,22496938705444336
0,273998498916626
0,24796462059020996
0,23799800872802734
0,25299668312072754
0,25499987602233887
0,2579982280731201
0,28400135040283203
0,28300046920776367
0,2739894390106201
0,28499937057495117
0,2820150852203369
0,2970001697540283
0,30900144577026367
0,31800198554992676
0,32100391387939453
0,334000825881958
0,32900071144104004
0,32199573516845703
0,3210015296936035
0,3490030765533447
0,35199999809265137
0,3339989185333252
0,3379826545715332
0,3710019588470459
0,38100409507751465
0,4050025939941406
0,42999863624572754
0,4559898376464844
0,4330015182495117
0,544008731842041
0,6200447082519531
0,666999340057373
0,6869993209838867
0,6700043678283691
0,6360578536987305
0,6360001564025879
0,714064359664917
0,7640085220336914
0,712000846862793
0,5880007743835449
0,5330042839050293
0,5929977893829346
0,5300054550170898
0,6059999465942383
0,5950019359588623
0,5470027923583984
0,6379995346069336
0,6000032424926758
0,5650033950805664
0,6010000705718994
0,571000337600708
0,5849990844726562
0,716010570526123
0,974010705947876
0,945021390914917
0,897010087966919
1,0999951362609863
0,8860042095184326
0,8070266246795654
0,8280167579650879
0,8280837535858154
0,8480105400085449
0,9390139579772949
0,8780169486999512
0,8620052337646484
1,0000019073486328
