vertices,edges,Density,Comparisons,Divisions,Additions,Solutions,Time,resposta,peso
18,0,0,60500338,0,170001,0,12.492809057235718,"[1, 13, 12, 14, 17, 15, 9, 8, 7, 2, 16, 4, 11, 6, 3, 0, 10, 5]",872
19,0,0,70890375,0,180001,0,14.36315655708313,"[18, 4, 16, 17, 8, 5, 13, 11, 7, 9, 2, 0, 15, 12, 14, 6, 3, 1, 10]",912
20,0,0,82620414,0,190001,0,16.467701196670532,"[9, 1, 13, 6, 18, 16, 5, 8, 7, 3, 11, 10, 4, 17, 12, 19, 2, 15, 0, 14]",1007
21,0,0,95360455,0,200001,0,19.113383293151855,"[5, 3, 2, 15, 6, 4, 13, 19, 17, 11, 8, 16, 14, 12, 0, 10, 1, 18, 9, 7, 20]",1011
22,0,0,109580498,0,210001,0,21.339852571487427,"[7, 1, 8, 15, 6, 12, 4, 13, 21, 9, 10, 11, 19, 17, 18, 0, 2, 16, 3, 14, 20, 5]",1030
23,0,0,124910543,0,220001,0,24.035229206085205,"[17, 1, 9, 10, 5, 18, 22, 0, 6, 3, 14, 4, 15, 20, 11, 8, 21, 2, 7, 19, 12, 13, 16]",1068
24,0,0,141860590,0,230001,0,27.487396001815796,"[14, 12, 20, 22, 17, 7, 23, 19, 1, 9, 3, 13, 10, 5, 2, 18, 6, 11, 16, 4, 21, 15, 0, 8]",1162
25,0,0,160020639,0,240001,0,30.20966339111328,"[17, 21, 9, 3, 13, 6, 4, 20, 24, 10, 12, 0, 15, 18, 5, 1, 11, 22, 23, 14, 19, 8, 7, 16, 2]",1224
26,0,0,179940690,0,250001,0,34.772977113723755,"[7, 10, 20, 8, 3, 12, 4, 17, 16, 21, 1, 19, 18, 22, 14, 9, 13, 24, 5, 2, 0, 6, 23, 15, 11, 25]",1278
27,0,0,201170743,0,260001,0,37.70189166069031,"[8, 7, 22, 18, 23, 24, 6, 13, 11, 9, 12, 14, 21, 3, 1, 4, 19, 17, 20, 15, 2, 5, 26, 10, 16, 0, 25]",1318
28,0,0,224300798,0,270001,0,42.74171257019043,"[16, 21, 15, 11, 12, 25, 19, 0, 10, 1, 20, 26, 24, 13, 14, 8, 23, 17, 3, 18, 22, 7, 5, 2, 9, 27, 4, 6]",1343
29,0,0,248840855,0,280001,0,46.21645784378052,"[16, 25, 4, 6, 17, 3, 26, 5, 27, 20, 2, 7, 22, 11, 28, 12, 13, 10, 21, 23, 18, 14, 0, 9, 19, 8, 1, 24, 15]",1421
30,0,0,275420914,0,290001,0,50.43450880050659,"[9, 2, 17, 20, 26, 1, 8, 0, 29, 27, 14, 24, 13, 10, 4, 6, 5, 19, 22, 18, 15, 28, 25, 12, 21, 16, 3, 7, 11, 23]",1452
31,0,0,303510975,0,300001,0,56.556936264038086,"[26, 13, 12, 21, 28, 22, 5, 18, 6, 16, 8, 25, 3, 29, 19, 27, 9, 2, 14, 20, 1, 11, 17, 0, 4, 10, 30, 23, 15, 7, 24]",1499
32,0,0,333781038,0,310001,0,61.412718534469604,"[26, 13, 1, 25, 10, 6, 11, 24, 8, 31, 29, 19, 20, 23, 18, 9, 7, 21, 22, 3, 5, 12, 27, 16, 28, 17, 2, 0, 15, 30, 14, 4]",1549
33,0,0,365661103,0,320001,0,64.79453015327454,"[7, 9, 2, 17, 1, 32, 14, 26, 30, 3, 6, 22, 29, 24, 16, 28, 23, 8, 15, 11, 10, 27, 20, 13, 5, 25, 21, 12, 4, 18, 0, 31, 19]",1560
34,0,0,399861170,0,330001,0,70.76950192451477,"[12, 30, 22, 26, 33, 5, 28, 27, 14, 11, 29, 17, 19, 10, 16, 1, 23, 6, 20, 2, 25, 21, 7, 9, 32, 15, 24, 8, 18, 4, 0, 31, 3, 13]",1610
35,0,0,435771239,0,340001,0,78.93296718597412,"[31, 30, 10, 11, 18, 22, 19, 25, 5, 32, 20, 6, 17, 4, 27, 29, 21, 9, 14, 13, 7, 24, 2, 33, 15, 26, 0, 16, 12, 1, 23, 8, 28, 3, 34]",1645
36,0,0,474141310,0,350001,0,85.55938577651978,"[21, 23, 34, 2, 15, 12, 29, 22, 9, 19, 11, 10, 7, 17, 28, 20, 1, 5, 33, 24, 13, 26, 18, 4, 6, 27, 3, 8, 0, 32, 31, 14, 35, 25, 30, 16]",1680
37,0,0,514321383,0,360001,0,92.49470734596252,"[2, 1, 5, 7, 29, 15, 21, 0, 13, 10, 8, 14, 27, 12, 9, 3, 6, 17, 19, 11, 35, 20, 24, 23, 25, 28, 36, 4, 16, 33, 34, 32, 18, 31, 26, 30, 22]",1752
38,0,0,557101458,0,370001,0,99.52139043807983,"[24, 9, 26, 15, 22, 13, 10, 19, 8, 7, 3, 11, 29, 30, 32, 27, 17, 16, 5, 20, 4, 6, 21, 28, 18, 31, 23, 33, 37, 36, 12, 1, 35, 0, 14, 25, 34, 2]",1821
39,0,0,601791535,0,380001,0,105.27920293807983,"[12, 25, 36, 35, 34, 8, 13, 29, 7, 37, 38, 0, 30, 24, 33, 28, 15, 5, 2, 21, 23, 1, 19, 16, 18, 20, 4, 22, 14, 31, 3, 10, 11, 6, 27, 17, 9, 26, 32]",1843
40,0,0,649221614,0,390001,0,114.46693015098572,"[23, 7, 14, 15, 13, 6, 8, 12, 16, 3, 11, 19, 9, 25, 32, 39, 24, 4, 29, 36, 21, 35, 10, 31, 2, 30, 17, 26, 33, 5, 34, 37, 0, 20, 27, 22, 18, 38, 1, 28]",1890
41,0,0,698661695,0,400001,0,122.13564133644104,"[25, 40, 13, 4, 33, 0, 1, 29, 23, 2, 9, 6, 10, 35, 8, 39, 26, 32, 37, 30, 24, 20, 21, 11, 7, 34, 5, 22, 19, 36, 3, 28, 14, 38, 31, 18, 27, 16, 15, 17, 12]",1976
42,0,0,750981778,0,410001,0,131.6739227771759,"[35, 36, 38, 9, 6, 19, 8, 15, 30, 0, 24, 3, 40, 31, 12, 27, 26, 10, 32, 5, 14, 41, 18, 1, 16, 7, 23, 17, 11, 34, 22, 25, 33, 29, 4, 13, 39, 21, 28, 37, 20, 2]",2002
43,0,0,805411863,0,420001,0,140.21260738372803,"[30, 11, 17, 8, 18, 42, 20, 35, 4, 1, 41, 21, 15, 13, 23, 3, 24, 9, 12, 6, 28, 32, 29, 26, 22, 10, 37, 0, 14, 39, 36, 33, 31, 25, 19, 2, 38, 40, 5, 27, 16, 34, 7]",2031
44,0,0,862861950,0,430001,0,154.67853236198425,"[25, 0, 35, 21, 36, 14, 7, 33, 2, 42, 16, 19, 3, 32, 8, 34, 41, 24, 31, 15, 22, 38, 39, 26, 27, 23, 12, 6, 43, 5, 30, 40, 1, 13, 10, 4, 17, 20, 9, 28, 29, 37, 11, 18]",2095
45,0,0,922522039,0,440001,0,159.19507455825806,"[3, 31, 15, 38, 40, 0, 37, 18, 19, 42, 36, 29, 1, 4, 22, 16, 44, 10, 34, 2, 30, 12, 23, 8, 13, 41, 17, 9, 32, 35, 33, 14, 27, 11, 6, 5, 39, 21, 7, 24, 43, 25, 26, 28, 20]",2100
46,0,0,985342130,0,450001,0,171.24951124191284,"[39, 24, 6, 5, 23, 32, 36, 7, 16, 10, 4, 37, 13, 34, 17, 19, 28, 30, 21, 43, 14, 9, 40, 45, 44, 38, 11, 27, 12, 20, 42, 8, 2, 35, 3, 15, 25, 0, 31, 29, 1, 26, 33, 18, 41, 22]",2184
47,0,0,1050472223,0,460001,0,181.1195523738861,"[13, 0, 38, 12, 30, 35, 17, 10, 3, 42, 20, 43, 4, 6, 27, 45, 22, 23, 7, 41, 37, 16, 18, 39, 24, 32, 21, 9, 44, 29, 46, 11, 19, 36, 1, 15, 31, 34, 5, 40, 14, 33, 8, 2, 28, 26, 25]",2283
48,0,0,1118902318,0,470001,0,193.81590795516968,"[24, 10, 39, 18, 21, 7, 44, 5, 11, 6, 46, 15, 19, 8, 4, 40, 13, 31, 25, 29, 23, 30, 27, 2, 14, 0, 26, 47, 17, 16, 38, 28, 3, 22, 1, 20, 33, 41, 37, 12, 9, 42, 36, 32, 34, 35, 43, 45]",2284
49,0,0,1189742415,0,480001,0,208.5805869102478,"[10, 20, 39, 13, 5, 2, 1, 15, 3, 34, 6, 14, 7, 11, 38, 4, 16, 28, 18, 40, 46, 43, 23, 48, 19, 29, 12, 17, 9, 8, 44, 45, 26, 21, 32, 30, 41, 35, 27, 47, 42, 37, 0, 24, 31, 25, 36, 33, 22]",2305
50,0,0,1264022514,0,490001,0,223.38181948661804,"[8, 10, 3, 4, 26, 24, 37, 2, 19, 9, 29, 28, 1, 44, 41, 7, 30, 38, 22, 25, 21, 40, 42, 6, 39, 17, 15, 43, 27, 34, 35, 16, 23, 46, 48, 45, 47, 11, 36, 33, 0, 32, 20, 31, 49, 14, 13, 12, 18, 5]",2322
51,0,0,1340812615,0,500001,0,231.5703957080841,"[44, 30, 41, 5, 24, 33, 25, 3, 26, 47, 27, 8, 50, 13, 39, 48, 14, 28, 12, 32, 1, 40, 2, 49, 0, 43, 11, 37, 18, 45, 36, 38, 6, 21, 29, 35, 23, 46, 15, 20, 7, 10, 34, 31, 22, 17, 4, 9, 19, 16, 42]",2326
52,0,0,1421182718,0,510001,0,249.93758821487427,"[47, 45, 37, 10, 40, 7, 17, 29, 0, 12, 20, 34, 51, 46, 43, 27, 49, 44, 33, 23, 19, 39, 2, 30, 14, 21, 50, 42, 32, 1, 9, 36, 5, 38, 22, 11, 31, 25, 13, 8, 24, 48, 15, 18, 3, 41, 16, 4, 28, 26, 6, 35]",2396
53,0,0,1504162823,0,520001,0,264.62216544151306,"[2, 14, 13, 52, 42, 34, 47, 31, 45, 5, 4, 3, 41, 49, 9, 46, 27, 24, 39, 22, 37, 1, 19, 8, 26, 35, 17, 44, 51, 36, 28, 12, 29, 11, 48, 32, 20, 21, 30, 33, 18, 15, 16, 43, 0, 40, 7, 6, 50, 10, 25, 23, 38]",2478
54,0,0,1590862930,0,530001,0,274.03999423980713,"[26, 8, 34, 15, 42, 10, 37, 28, 19, 45, 17, 53, 33, 25, 44, 39, 40, 52, 27, 51, 1, 49, 3, 4, 13, 35, 7, 24, 21, 32, 11, 36, 47, 50, 6, 46, 29, 41, 38, 18, 14, 5, 23, 9, 12, 30, 31, 20, 48, 22, 0, 2, 16, 43]",2514
55,0,0,1680273039,0,540001,0,289.30524826049805,"[9, 3, 2, 33, 48, 46, 13, 42, 52, 34, 45, 8, 25, 18, 19, 14, 49, 11, 15, 17, 29, 7, 21, 40, 38, 36, 20, 39, 1, 4, 16, 30, 10, 22, 47, 53, 26, 41, 6, 24, 28, 54, 31, 50, 32, 37, 51, 27, 12, 23, 43, 5, 35, 44, 0]",2596
56,0,0,1773543150,0,550001,0,310.08756709098816,"[0, 30, 20, 10, 32, 18, 6, 21, 9, 47, 45, 39, 43, 27, 4, 3, 24, 26, 17, 15, 16, 1, 12, 51, 13, 35, 7, 11, 25, 36, 28, 40, 29, 2, 49, 55, 42, 34, 48, 8, 23, 41, 38, 22, 53, 31, 50, 37, 52, 46, 33, 14, 19, 5, 54, 44]",2637
57,0,0,1869623263,0,560001,0,325.8699266910553,"[39, 49, 56, 12, 40, 33, 17, 15, 3, 5, 44, 13, 38, 14, 1, 23, 30, 47, 0, 36, 34, 28, 25, 45, 18, 4, 37, 52, 27, 8, 55, 10, 31, 51, 26, 22, 46, 6, 16, 21, 7, 2, 35, 29, 54, 24, 50, 9, 11, 19, 32, 41, 42, 48, 53, 20, 43]",2717
58,0,0,1969703378,0,570001,0,339.33316111564636,"[42, 48, 36, 16, 56, 1, 27, 15, 7, 34, 44, 6, 20, 24, 22, 26, 53, 40, 25, 8, 10, 19, 39, 50, 17, 37, 11, 43, 33, 38, 14, 3, 2, 23, 9, 54, 41, 46, 47, 49, 5, 29, 55, 12, 32, 28, 52, 35, 18, 21, 57, 0, 4, 31, 51, 13, 45, 30]",2813
59,0,0,2072693495,0,580001,0,355.2609405517578,"[45, 47, 56, 53, 43, 27, 23, 6, 31, 5, 33, 44, 13, 1, 7, 4, 29, 8, 52, 22, 41, 21, 49, 12, 54, 25, 40, 16, 17, 50, 36, 46, 37, 30, 26, 58, 38, 32, 3, 42, 35, 24, 15, 2, 20, 51, 14, 9, 0, 18, 34, 28, 57, 55, 10, 11, 39, 19, 48]",2887
60,0,0,2179823614,0,590001,0,375.4623143672943,"[36, 50, 58, 39, 38, 18, 40, 35, 29, 12, 2, 19, 5, 13, 47, 3, 0, 55, 31, 24, 26, 23, 17, 30, 51, 34, 11, 8, 25, 1, 49, 44, 14, 15, 42, 9, 59, 56, 54, 45, 46, 4, 16, 57, 53, 10, 41, 27, 48, 20, 6, 21, 43, 52, 37, 22, 7, 32, 33, 28]",2979
61,0,0,2289963735,0,600001,0,391.1063621044159,"[47, 28, 1, 42, 59, 49, 44, 10, 6, 34, 17, 8, 40, 32, 11, 15, 0, 48, 23, 19, 46, 3, 43, 38, 4, 50, 56, 54, 51, 55, 60, 31, 7, 30, 41, 24, 29, 16, 2, 18, 33, 27, 14, 36, 22, 53, 9, 45, 35, 52, 39, 12, 5, 21, 13, 37, 57, 25, 58, 26, 20]",3023
62,0,0,2404383858,0,610001,0,415.8554480075836,"[30, 1, 38, 41, 28, 14, 60, 13, 6, 32, 16, 25, 12, 31, 48, 24, 47, 20, 37, 29, 42, 18, 39, 43, 45, 4, 23, 46, 34, 36, 27, 57, 19, 51, 44, 53, 55, 3, 11, 17, 50, 21, 49, 59, 9, 15, 2, 54, 5, 35, 26, 10, 61, 8, 33, 22, 58, 7, 52, 40, 56, 0]",3048
63,0,0,2521913983,0,620001,0,440.4525554180145,"[21, 38, 16, 58, 4, 24, 5, 20, 56, 2, 37, 59, 61, 9, 34, 6, 50, 49, 46, 48, 39, 55, 32, 25, 52, 14, 47, 11, 27, 10, 23, 43, 12, 41, 19, 7, 40, 30, 62, 22, 53, 45, 1, 36, 15, 31, 17, 13, 18, 3, 44, 26, 8, 33, 60, 28, 42, 0, 54, 51, 29, 57, 35]",3127
64,0,0,2643864110,0,630001,0,462.3036251068115,"[54, 42, 27, 23, 12, 55, 34, 26, 37, 0, 1, 36, 59, 31, 33, 32, 49, 53, 47, 61, 7, 43, 3, 41, 50, 2, 20, 9, 25, 30, 11, 13, 18, 15, 44, 19, 17, 10, 57, 29, 48, 22, 28, 62, 38, 60, 4, 51, 8, 16, 24, 39, 35, 40, 5, 14, 45, 21, 6, 63, 56, 46, 52, 58]",3150
65,0,0,2769024239,0,640001,0,477.09423208236694,"[62, 56, 47, 37, 1, 5, 52, 23, 17, 29, 26, 43, 0, 44, 32, 60, 40, 3, 53, 64, 48, 50, 14, 34, 2, 61, 9, 46, 13, 25, 4, 18, 21, 41, 6, 58, 22, 12, 51, 10, 39, 57, 33, 24, 7, 28, 31, 59, 63, 42, 27, 54, 49, 30, 15, 45, 11, 20, 36, 55, 35, 38, 8, 19, 16]",3246
66,0,0,2898744370,0,650001,0,507.2408845424652,"[52, 20, 24, 64, 59, 42, 27, 5, 39, 36, 13, 34, 16, 30, 63, 26, 12, 47, 7, 29, 0, 35, 38, 55, 50, 32, 4, 11, 41, 1, 18, 3, 28, 58, 60, 10, 37, 48, 9, 14, 23, 51, 56, 43, 45, 54, 61, 33, 2, 17, 57, 46, 53, 44, 21, 25, 31, 49, 19, 62, 15, 22, 40, 8, 6, 65]",3274
67,0,0,3031774503,0,660001,0,537.2708983421326,"[47, 66, 26, 61, 19, 18, 50, 41, 39, 14, 15, 5, 45, 43, 13, 60, 33, 49, 56, 48, 53, 29, 36, 8, 6, 63, 17, 9, 27, 24, 12, 38, 25, 46, 28, 40, 30, 55, 10, 23, 42, 51, 4, 62, 3, 11, 57, 31, 16, 20, 65, 64, 34, 59, 21, 2, 32, 22, 7, 0, 52, 37, 54, 35, 58, 1, 44]",3369
68,0,0,3169504638,0,670001,0,548.7664234638214,"[40, 56, 63, 20, 5, 57, 17, 55, 44, 31, 18, 3, 0, 51, 66, 11, 10, 53, 52, 21, 36, 27, 59, 65, 32, 30, 35, 42, 67, 48, 9, 24, 19, 8, 49, 46, 15, 43, 7, 38, 2, 16, 23, 62, 58, 12, 47, 26, 37, 28, 6, 34, 45, 1, 39, 41, 64, 29, 60, 25, 33, 54, 22, 50, 14, 4, 13, 61]",3452
69,0,0,3310644775,0,680001,0,573.5528795719147,"[66, 47, 64, 3, 67, 4, 46, 9, 57, 25, 33, 39, 45, 55, 15, 37, 48, 43, 18, 2, 21, 40, 35, 22, 62, 10, 42, 12, 50, 56, 13, 17, 36, 41, 34, 20, 19, 61, 49, 14, 68, 16, 27, 6, 23, 38, 31, 59, 60, 30, 65, 24, 32, 8, 5, 53, 52, 7, 11, 63, 51, 29, 28, 0, 54, 58, 1, 44, 26]",3492
70,0,0,3456624914,0,690001,0,593.4977753162384,"[46, 8, 53, 69, 15, 29, 35, 36, 66, 63, 23, 16, 59, 57, 49, 11, 13, 47, 64, 20, 50, 67, 24, 41, 7, 6, 33, 60, 38, 55, 39, 43, 65, 12, 62, 58, 42, 30, 51, 34, 32, 14, 45, 10, 5, 68, 40, 9, 61, 19, 4, 31, 0, 3, 37, 25, 18, 28, 54, 22, 17, 26, 21, 56, 44, 48, 27, 1, 52, 2]",3576
71,0,0,3606115055,0,700001,0,620.7678208351135,"[21, 46, 24, 61, 9, 57, 40, 30, 16, 50, 68, 59, 22, 35, 14, 19, 42, 39, 43, 28, 32, 60, 53, 34, 41, 67, 56, 11, 2, 63, 15, 4, 62, 54, 8, 12, 52, 26, 13, 18, 7, 6, 70, 51, 31, 0, 55, 25, 3, 65, 58, 5, 47, 23, 69, 17, 44, 33, 36, 27, 10, 37, 20, 66, 38, 1, 29, 64, 48, 45, 49]",3652
72,0,0,3760585198,0,710001,0,640.0896241664886,"[6, 64, 58, 37, 22, 13, 67, 68, 66, 0, 59, 26, 61, 7, 53, 24, 49, 44, 14, 8, 1, 20, 43, 9, 71, 12, 54, 11, 56, 27, 36, 52, 46, 32, 29, 18, 45, 16, 69, 40, 35, 33, 25, 65, 21, 17, 63, 55, 38, 34, 15, 5, 39, 4, 31, 50, 51, 2, 60, 10, 47, 70, 30, 19, 3, 48, 57, 28, 23, 62, 42, 41]",3688
73,0,0,3918665343,0,720001,0,674.0480363368988,"[43, 35, 68, 11, 26, 24, 23, 57, 49, 13, 16, 59, 42, 39, 25, 62, 64, 63, 44, 17, 19, 0, 3, 67, 51, 60, 27, 8, 70, 15, 61, 20, 32, 50, 46, 22, 21, 4, 9, 54, 6, 66, 37, 5, 55, 45, 72, 28, 38, 40, 71, 69, 10, 14, 48, 18, 52, 2, 56, 7, 29, 31, 36, 58, 1, 33, 41, 53, 47, 12, 65, 34, 30]",3702
74,0,0,4081865490,0,730001,0,700.4584467411041,"[65, 26, 18, 51, 62, 42, 27, 21, 10, 31, 7, 17, 36, 44, 5, 68, 28, 34, 58, 45, 53, 22, 56, 55, 41, 50, 40, 39, 59, 25, 13, 54, 64, 63, 66, 24, 38, 6, 2, 49, 48, 11, 16, 15, 46, 72, 73, 60, 35, 33, 3, 61, 12, 23, 69, 14, 4, 32, 71, 30, 19, 20, 70, 9, 29, 67, 43, 37, 8, 1, 47, 52, 57, 0]",3788
75,0,0,4248775639,0,740001,0,726.5664567947388,"[24, 30, 40, 58, 3, 4, 11, 52, 59, 71, 16, 28, 15, 55, 32, 37, 50, 63, 1, 5, 31, 44, 62, 7, 67, 9, 61, 21, 70, 56, 23, 72, 6, 65, 66, 49, 17, 45, 22, 10, 53, 34, 8, 38, 25, 47, 18, 2, 57, 29, 20, 69, 46, 13, 41, 54, 27, 74, 0, 60, 26, 19, 42, 14, 43, 68, 35, 39, 36, 64, 73, 48, 12, 51, 33]",3789
76,0,0,4420945790,0,750001,0,749.1920156478882,"[11, 74, 25, 41, 26, 29, 60, 47, 58, 1, 21, 65, 18, 33, 49, 2, 7, 50, 71, 17, 63, 19, 22, 64, 51, 69, 15, 40, 70, 54, 4, 9, 42, 5, 24, 66, 39, 45, 32, 3, 34, 53, 72, 48, 13, 38, 57, 59, 8, 28, 46, 30, 6, 62, 43, 14, 36, 0, 37, 55, 67, 10, 44, 16, 52, 20, 75, 35, 31, 61, 12, 56, 23, 73, 68, 27]",3813
77,0,0,4596925943,0,760001,0,783.4202353954315,"[9, 65, 6, 69, 44, 49, 2, 26, 17, 29, 33, 30, 16, 24, 8, 10, 48, 67, 7, 0, 40, 39, 46, 70, 1, 4, 56, 37, 3, 20, 42, 47, 18, 45, 23, 52, 15, 21, 32, 58, 61, 62, 63, 38, 22, 43, 27, 51, 12, 14, 74, 19, 75, 36, 53, 71, 11, 31, 60, 72, 28, 55, 25, 41, 68, 50, 34, 35, 5, 59, 13, 76, 64, 54, 73, 57, 66]",3835
78,0,0,4778306098,0,770001,0,830.1737658977509,"[33, 21, 46, 12, 26, 63, 17, 13, 52, 22, 1, 72, 7, 41, 43, 3, 15, 66, 73, 59, 48, 16, 53, 55, 40, 10, 75, 61, 38, 70, 4, 0, 57, 58, 45, 23, 19, 18, 35, 36, 77, 9, 71, 60, 31, 76, 42, 68, 2, 69, 29, 67, 74, 25, 64, 49, 24, 8, 20, 50, 30, 5, 14, 11, 28, 37, 34, 54, 47, 56, 27, 32, 51, 62, 39, 65, 6, 44]",3856
79,0,0,4963596255,0,780001,0,844.0525760650635,"[71, 72, 67, 18, 35, 27, 62, 43, 47, 9, 40, 10, 7, 49, 51, 38, 60, 57, 25, 16, 59, 30, 37, 50, 75, 76, 28, 70, 68, 74, 78, 55, 17, 21, 11, 0, 77, 73, 12, 42, 14, 31, 8, 44, 26, 13, 52, 63, 34, 64, 20, 41, 1, 56, 48, 65, 3, 4, 66, 61, 46, 36, 22, 39, 6, 23, 32, 58, 45, 15, 53, 29, 69, 5, 33, 54, 19, 2, 24]",3906
80,0,0,5154426414,0,790001,0,886.3204793930054,"[38, 54, 74, 39, 56, 66, 60, 21, 18, 76, 4, 79, 68, 25, 22, 7, 49, 8, 31, 65, 26, 51, 64, 53, 45, 62, 42, 2, 78, 15, 77, 36, 19, 57, 3, 29, 46, 75, 73, 41, 30, 17, 13, 63, 72, 0, 27, 23, 9, 5, 16, 50, 47, 12, 33, 20, 32, 34, 59, 6, 14, 52, 40, 69, 55, 10, 48, 70, 24, 35, 61, 67, 28, 58, 71, 44, 11, 37, 43, 1]",3938
81,0,0,5349266575,0,800001,0,914.854665517807,"[64, 50, 8, 65, 26, 42, 63, 43, 36, 9, 47, 48, 35, 29, 0, 22, 76, 51, 40, 2, 5, 17, 32, 12, 78, 46, 74, 69, 54, 6, 45, 37, 34, 52, 71, 60, 27, 15, 31, 39, 58, 13, 18, 66, 53, 20, 72, 75, 56, 80, 11, 1, 49, 28, 19, 33, 57, 21, 14, 7, 16, 73, 77, 44, 70, 24, 3, 79, 23, 4, 61, 67, 59, 30, 25, 62, 10, 41, 38, 68, 55]",4016
82,0,0,5549786738,0,810001,0,946.3966283798218,"[42, 31, 44, 23, 3, 70, 24, 1, 66, 17, 14, 60, 50, 0, 76, 52, 41, 28, 38, 30, 47, 36, 71, 10, 61, 56, 32, 26, 15, 22, 77, 21, 39, 11, 33, 40, 51, 63, 6, 43, 5, 53, 59, 55, 4, 16, 54, 9, 27, 13, 79, 80, 73, 75, 48, 72, 25, 58, 46, 2, 57, 68, 20, 65, 81, 62, 74, 67, 69, 34, 37, 35, 78, 49, 29, 64, 8, 45, 7, 12, 18, 19]",4107
83,0,0,5754416903,0,820001,0,983.7301578521729,"[47, 1, 34, 63, 44, 64, 27, 16, 17, 36, 14, 21, 43, 53, 0, 10, 30, 23, 11, 71, 39, 19, 49, 42, 33, 2, 29, 4, 69, 35, 32, 3, 37, 67, 82, 55, 61, 51, 72, 52, 50, 78, 74, 26, 79, 66, 68, 15, 62, 6, 13, 18, 45, 38, 40, 56, 60, 9, 5, 31, 75, 25, 65, 54, 80, 81, 41, 24, 8, 70, 46, 48, 77, 22, 76, 20, 59, 12, 57, 58, 73, 7, 28]",4192
84,0,0,5964867070,0,830001,0,1017.6423082351685,"[36, 11, 53, 39, 41, 74, 56, 16, 27, 9, 78, 59, 23, 10, 32, 25, 75, 46, 18, 14, 17, 28, 38, 30, 65, 79, 72, 83, 33, 12, 24, 45, 54, 48, 19, 0, 43, 66, 13, 35, 50, 3, 67, 1, 80, 64, 20, 2, 69, 60, 4, 26, 49, 52, 42, 68, 70, 51, 47, 71, 5, 37, 21, 76, 82, 8, 81, 31, 40, 77, 15, 55, 44, 61, 58, 34, 62, 73, 57, 63, 6, 29, 7, 22]",4198
85,0,0,6179527239,0,840001,0,1048.5034008026123,"[74, 19, 25, 49, 39, 81, 42, 22, 14, 58, 13, 84, 63, 10, 29, 41, 47, 55, 50, 24, 62, 16, 18, 57, 60, 37, 75, 9, 64, 3, 53, 28, 32, 80, 65, 17, 1, 52, 20, 82, 59, 30, 2, 46, 78, 70, 35, 61, 6, 40, 27, 31, 34, 68, 36, 69, 11, 73, 21, 4, 71, 7, 79, 67, 8, 26, 12, 56, 5, 15, 33, 51, 48, 44, 23, 72, 43, 77, 66, 83, 45, 76, 38, 0, 54]",4289
86,0,0,6400147410,0,850001,0,1082.5337319374084,"[55, 17, 30, 78, 1, 5, 67, 41, 15, 24, 70, 29, 28, 77, 61, 85, 66, 44, 45, 13, 19, 34, 71, 33, 11, 0, 6, 58, 23, 56, 80, 36, 84, 3, 76, 7, 63, 26, 10, 35, 59, 53, 21, 82, 73, 37, 43, 83, 4, 12, 54, 32, 42, 72, 9, 18, 22, 69, 51, 2, 16, 81, 8, 74, 62, 20, 46, 50, 60, 75, 48, 27, 64, 68, 25, 52, 39, 40, 49, 38, 31, 57, 14, 79, 65, 47]",4345
